Chip Run Filename,R:\ChipRun.bml
Application Version,2.1.1
Application Build,20090521.1135
Export Type,Table Results
Quality Threshold,0.65
Baseline Correction Method,Linear
Ct Threshold Method,Auto (Global)


Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct
ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold
S16-A29,preamp 1:100,Unknown,0.5,HPRT,Test,17.8681173665634,0.92,Pass,0.054349316579291
S16-A30,preamp 1:100,Unknown,0.5,HPRT,Test,17.605774118482,0.89,Pass,0.054349316579291
S16-A31,preamp 1:100,Unknown,0.5,HPRT,Test,17.8818174122191,0.9,Pass,0.054349316579291
S16-A32,preamp 1:100,Unknown,0.5,HPRT,Test,17.7803623327368,0.9,Pass,0.054349316579291
S16-A33,preamp 1:100,Unknown,0.5,HPRT,Test,17.8719064787914,0.91,Pass,0.054349316579291
S16-A34,preamp 1:100,Unknown,0.5,HPRT,Test,17.962935394842,0.89,Pass,0.054349316579291
S16-A35,preamp 1:100,Unknown,0.5,HPRT,Test,17.7386565977716,0.9,Pass,0.054349316579291
S16-A36,preamp 1:100,Unknown,0.5,HPRT,Test,17.1703319088942,0.88,Pass,0.054349316579291
S16-A37,preamp 1:100,Unknown,0.5,SDHA,Test,19.5154982971781,0.94,Pass,0.054349316579291
S16-A38,preamp 1:100,Unknown,0.5,SDHA,Test,19.3033156735519,0.92,Pass,0.054349316579291
S16-A39,preamp 1:100,Unknown,0.5,SDHA,Test,18.8992244470257,0.93,Pass,0.054349316579291
S16-A40,preamp 1:100,Unknown,0.5,SDHA,Test,19.5805763354008,0.94,Pass,0.054349316579291
S16-A41,preamp 1:100,Unknown,0.5,SDHA,Test,19.2526744623935,0.93,Pass,0.054349316579291
S16-A42,preamp 1:100,Unknown,0.5,SDHA,Test,19.3127903178893,0.94,Pass,0.054349316579291
S16-A43,preamp 1:100,Unknown,0.5,SDHA,Test,19.3598540489842,0.94,Pass,0.054349316579291
S16-A44,preamp 1:100,Unknown,0.5,SDHA,Test,19.0475183579305,0.94,Pass,0.054349316579291
S16-A45,preamp 1:100,Unknown,0.5,SDHA,Test,19.0652028371865,0.93,Pass,0.054349316579291
S16-A46,preamp 1:100,Unknown,0.5,SDHA,Test,19.1803951909701,0.93,Pass,0.054349316579291
S16-A47,preamp 1:100,Unknown,0.5,SDHA,Test,18.941578438449,0.93,Pass,0.054349316579291
S16-A48,preamp 1:100,Unknown,0.5,SDHA,Test,18.7611217389985,0.94,Pass,0.054349316579291
S30-A01,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A02,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A03,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A04,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A05,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A06,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A07,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A08,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A09,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A10,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A11,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A12,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S30-A13,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A14,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A15,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A16,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A17,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A18,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A19,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A20,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A21,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A22,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A23,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A24,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S30-A25,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A26,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A27,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A28,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A29,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A30,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A31,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A32,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A33,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A34,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A35,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A36,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S30-A37,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A38,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A39,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A40,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A41,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A42,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A43,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A44,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A45,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A46,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A47,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S30-A48,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S21-A01,,Unknown,1,b actin,Test,20.5521540068256,0.92,Pass,0.054349316579291
S21-A02,,Unknown,1,b actin,Test,20.6887646700022,0.91,Pass,0.054349316579291
S21-A03,,Unknown,1,b actin,Test,20.5206721021844,0.9,Pass,0.054349316579291
S21-A04,,Unknown,1,b actin,Test,20.5813625598182,0.91,Pass,0.054349316579291
S21-A05,,Unknown,1,b actin,Test,20.4381984813157,0.9,Pass,0.054349316579291
S21-A06,,Unknown,1,b actin,Test,20.1785436694249,0.9,Pass,0.054349316579291
S21-A07,,Unknown,1,b actin,Test,20.6337834876661,0.9,Pass,0.054349316579291
S21-A08,,Unknown,1,b actin,Test,20.1894788814232,0.9,Pass,0.054349316579291
S21-A09,,Unknown,1,b actin,Test,20.2820336630939,0.89,Pass,0.054349316579291
S21-A10,,Unknown,1,b actin,Test,20.6721439429981,0.9,Pass,0.054349316579291
S21-A11,,Unknown,1,b actin,Test,20.723642128882,0.9,Pass,0.054349316579291
S21-A12,,Unknown,1,b actin,Test,20.315995438502,0.92,Pass,0.054349316579291
S21-A13,,Unknown,1,GAPDH,Test,17.0264957152746,0.92,Pass,0.054349316579291
S21-A14,,Unknown,1,GAPDH,Test,16.9231896273202,0.91,Pass,0.054349316579291
S21-A15,,Unknown,1,GAPDH,Test,16.6493695609723,0.92,Pass,0.054349316579291
S21-A16,,Unknown,1,GAPDH,Test,17.0067226221418,0.92,Pass,0.054349316579291
S21-A17,,Unknown,1,GAPDH,Test,16.931650488161,0.92,Pass,0.054349316579291
S21-A18,,Unknown,1,GAPDH,Test,16.5383443359818,0.92,Pass,0.054349316579291
S21-A19,,Unknown,1,GAPDH,Test,16.9426068139306,0.94,Pass,0.054349316579291
S21-A20,,Unknown,1,GAPDH,Test,16.8029190443354,0.93,Pass,0.054349316579291
S21-A21,,Unknown,1,GAPDH,Test,16.5221962647515,0.92,Pass,0.054349316579291
S21-A22,,Unknown,1,GAPDH,Test,17.1018791203268,0.93,Pass,0.054349316579291
S21-A23,,Unknown,1,GAPDH,Test,16.7114145110223,0.92,Pass,0.054349316579291
S21-A24,,Unknown,1,GAPDH,Test,16.5287343276849,0.92,Pass,0.054349316579291
S21-A25,,Unknown,1,HPRT,Test,22.8797277043701,0.94,Pass,0.054349316579291
S21-A26,,Unknown,1,HPRT,Test,22.3544776259953,0.92,Pass,0.054349316579291
S21-A27,,Unknown,1,HPRT,Test,21.7000963021903,0.95,Pass,0.054349316579291
S21-A28,,Unknown,1,HPRT,Test,21.8724931831754,0.94,Pass,0.054349316579291
S21-A29,,Unknown,1,HPRT,Test,22.3928063318596,0.95,Pass,0.054349316579291
S21-A30,,Unknown,1,HPRT,Test,22.0166058395851,0.94,Pass,0.054349316579291
S21-A31,,Unknown,1,HPRT,Test,21.539988652443,0.92,Pass,0.054349316579291
S21-A32,,Unknown,1,HPRT,Test,21.3606017805966,0.93,Pass,0.054349316579291
S21-A33,,Unknown,1,HPRT,Test,22.0270412287651,0.95,Pass,0.054349316579291
S21-A34,,Unknown,1,HPRT,Test,21.8143022947393,0.92,Pass,0.054349316579291
S21-A35,,Unknown,1,HPRT,Test,21.705718299344,0.92,Pass,0.054349316579291
S21-A36,,Unknown,1,HPRT,Test,21.8620818831718,0.95,Pass,0.054349316579291
S21-A37,,Unknown,1,SDHA,Test,23.8038019850445,0.89,Pass,0.054349316579291
S21-A38,,Unknown,1,SDHA,Test,23.6021330449683,0.85,Pass,0.054349316579291
S21-A39,,Unknown,1,SDHA,Test,22.9416129059139,0.88,Pass,0.054349316579291
S21-A40,,Unknown,1,SDHA,Test,24.2813749099523,0.89,Pass,0.054349316579291
S21-A41,,Unknown,1,SDHA,Test,23.092045658988,0.89,Pass,0.054349316579291
S21-A42,,Unknown,1,SDHA,Test,23.3329999944622,0.89,Pass,0.054349316579291
S21-A43,,Unknown,1,SDHA,Test,24.1118962727116,0.89,Pass,0.054349316579291
S21-A44,,Unknown,1,SDHA,Test,23.2129507686082,0.89,Pass,0.054349316579291
S21-A45,,Unknown,1,SDHA,Test,23.1671066975052,0.89,Pass,0.054349316579291
S21-A46,,Unknown,1,SDHA,Test,23.0950054528662,0.87,Pass,0.054349316579291
S21-A47,,Unknown,1,SDHA,Test,23.0255682763909,0.89,Pass,0.054349316579291
S21-A48,,Unknown,1,SDHA,Test,22.6010192770185,0.87,Pass,0.054349316579291
S29-A01,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A02,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A03,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A04,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A05,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A06,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A07,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A08,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A09,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A10,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A11,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A12,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S29-A13,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A14,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A15,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A16,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A17,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A18,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A19,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A20,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A21,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A22,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A23,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A24,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S29-A25,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A26,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A27,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A28,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A29,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A30,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A31,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A32,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A33,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A34,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A35,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A36,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S29-A37,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A38,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A39,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A40,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A41,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A42,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A43,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A44,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A45,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A46,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A47,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S29-A48,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S20-A01,,Unknown,1,b actin,Test,20.4835302875719,0.92,Pass,0.054349316579291
S20-A02,,Unknown,1,b actin,Test,20.8576445808817,0.91,Pass,0.054349316579291
S20-A03,,Unknown,1,b actin,Test,20.8164860605948,0.89,Pass,0.054349316579291
S20-A04,,Unknown,1,b actin,Test,21.202534838311,0.91,Pass,0.054349316579291
S20-A05,,Unknown,1,b actin,Test,20.7160229833066,0.9,Pass,0.054349316579291
S20-A06,,Unknown,1,b actin,Test,20.3358730807644,0.89,Pass,0.054349316579291
S20-A07,,Unknown,1,b actin,Test,20.7239832421359,0.89,Pass,0.054349316579291
S20-A08,,Unknown,1,b actin,Test,20.80565958663,0.91,Pass,0.054349316579291
S20-A09,,Unknown,1,b actin,Test,20.6413929207603,0.89,Pass,0.054349316579291
S20-A10,,Unknown,1,b actin,Test,20.9590184388646,0.89,Pass,0.054349316579291
S20-A11,,Unknown,1,b actin,Test,20.9442183626517,0.9,Pass,0.054349316579291
S20-A12,,Unknown,1,b actin,Test,21.0687382553824,0.89,Pass,0.054349316579291
S20-A13,,Unknown,1,GAPDH,Test,17.3537590117625,0.9,Pass,0.054349316579291
S20-A14,,Unknown,1,GAPDH,Test,17.2935525926248,0.9,Pass,0.054349316579291
S20-A15,,Unknown,1,GAPDH,Test,16.9152075649447,0.92,Pass,0.054349316579291
S20-A16,,Unknown,1,GAPDH,Test,17.4045374873649,0.93,Pass,0.054349316579291
S20-A17,,Unknown,1,GAPDH,Test,17.362567784464,0.92,Pass,0.054349316579291
S20-A18,,Unknown,1,GAPDH,Test,16.8545335848052,0.92,Pass,0.054349316579291
S20-A19,,Unknown,1,GAPDH,Test,17.4422938625224,0.92,Pass,0.054349316579291
S20-A20,,Unknown,1,GAPDH,Test,17.1921609615097,0.92,Pass,0.054349316579291
S20-A21,,Unknown,1,GAPDH,Test,16.8238698096333,0.9,Pass,0.054349316579291
S20-A22,,Unknown,1,GAPDH,Test,17.3571855487237,0.93,Pass,0.054349316579291
S20-A23,,Unknown,1,GAPDH,Test,17.1090354425489,0.9,Pass,0.054349316579291
S20-A24,,Unknown,1,GAPDH,Test,16.7718663176696,0.89,Pass,0.054349316579291
S20-A25,,Unknown,1,HPRT,Test,22.1641515156226,0.94,Pass,0.054349316579291
S20-A26,,Unknown,1,HPRT,Test,22.9335167827725,0.9,Pass,0.054349316579291
S20-A27,,Unknown,1,HPRT,Test,21.9614691893459,0.94,Pass,0.054349316579291
S20-A28,,Unknown,1,HPRT,Test,21.7430028127156,0.93,Pass,0.054349316579291
S20-A29,,Unknown,1,HPRT,Test,22.4170913522904,0.95,Pass,0.054349316579291
S20-A30,,Unknown,1,HPRT,Test,21.7390704547054,0.92,Pass,0.054349316579291
S20-A31,,Unknown,1,HPRT,Test,21.9490833897767,0.94,Pass,0.054349316579291
S20-A32,,Unknown,1,HPRT,Test,22.0281310489106,0.95,Pass,0.054349316579291
S20-A33,,Unknown,1,HPRT,Test,22.6211757670013,0.95,Pass,0.054349316579291
S20-A34,,Unknown,1,HPRT,Test,22.250180228418,0.92,Pass,0.054349316579291
S20-A35,,Unknown,1,HPRT,Test,22.2979317616822,0.95,Pass,0.054349316579291
S20-A36,,Unknown,1,HPRT,Test,21.617182523212,0.94,Pass,0.054349316579291
S20-A37,,Unknown,1,SDHA,Test,24.3531380157782,0.89,Pass,0.054349316579291
S20-A38,,Unknown,1,SDHA,Test,24.764315989668,0.88,Pass,0.054349316579291
S20-A39,,Unknown,1,SDHA,Test,23.607990886681,0.88,Pass,0.054349316579291
S20-A40,,Unknown,1,SDHA,Test,24.7717631261312,0.88,Pass,0.054349316579291
S20-A41,,Unknown,1,SDHA,Test,23.6120514682538,0.88,Pass,0.054349316579291
S20-A42,,Unknown,1,SDHA,Test,23.8543609379618,0.89,Pass,0.054349316579291
S20-A43,,Unknown,1,SDHA,Test,24.533952049687,0.88,Pass,0.054349316579291
S20-A44,,Unknown,1,SDHA,Test,23.7788982733641,0.89,Pass,0.054349316579291
S20-A45,,Unknown,1,SDHA,Test,23.6185019806777,0.84,Pass,0.054349316579291
S20-A46,,Unknown,1,SDHA,Test,23.8714316382831,0.88,Pass,0.054349316579291
S20-A47,,Unknown,1,SDHA,Test,23.8560931063987,0.88,Pass,0.054349316579291
S20-A48,,Unknown,1,SDHA,Test,23.2108977897092,0.89,Pass,0.054349316579291
S28-A01,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A02,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A03,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A04,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A05,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A06,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A07,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A08,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A09,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A10,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A11,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A12,no preamp,Unknown,50,b actin,Test,999,0,Fail,0.054349316579291
S28-A13,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A14,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A15,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A16,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A17,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A18,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A19,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A20,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A21,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A22,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A23,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A24,no preamp,Unknown,50,GAPDH,Test,999,0,Fail,0.054349316579291
S28-A25,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A26,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A27,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A28,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A29,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A30,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A31,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A32,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A33,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A34,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A35,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A36,no preamp,Unknown,50,HPRT,Test,999,0,Fail,0.054349316579291
S28-A37,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A38,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A39,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A40,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A41,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A42,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A43,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A44,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A45,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A46,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A47,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S28-A48,no preamp,Unknown,50,SDHA,Test,999,0,Fail,0.054349316579291
S19-A01,preamp 1:1000,Unknown,0.05,b actin,Test,20.927360909727,0.93,Pass,0.054349316579291
S19-A02,preamp 1:1000,Unknown,0.05,b actin,Test,20.9943186345535,0.91,Pass,0.054349316579291
S19-A03,preamp 1:1000,Unknown,0.05,b actin,Test,20.881922079924,0.91,Pass,0.054349316579291
S19-A04,preamp 1:1000,Unknown,0.05,b actin,Test,20.9916150893851,0.91,Pass,0.054349316579291
S19-A05,preamp 1:1000,Unknown,0.05,b actin,Test,20.404038071779,0.9,Pass,0.054349316579291
S19-A06,preamp 1:1000,Unknown,0.05,b actin,Test,20.1935740973204,0.9,Pass,0.054349316579291
S19-A07,preamp 1:1000,Unknown,0.05,b actin,Test,20.6502779525041,0.89,Pass,0.054349316579291
S19-A08,preamp 1:1000,Unknown,0.05,b actin,Test,20.6655800651779,0.9,Pass,0.054349316579291
S19-A09,preamp 1:1000,Unknown,0.05,b actin,Test,20.1085230317691,0.89,Pass,0.054349316579291
S19-A10,preamp 1:1000,Unknown,0.05,b actin,Test,20.8340739500832,0.89,Pass,0.054349316579291
S19-A11,preamp 1:1000,Unknown,0.05,b actin,Test,20.7268505922787,0.9,Pass,0.054349316579291
S19-A12,preamp 1:1000,Unknown,0.05,b actin,Test,20.5757176015412,0.9,Pass,0.054349316579291
S19-A13,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.2752568854034,0.93,Pass,0.054349316579291
S19-A14,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.0667353099212,0.91,Pass,0.054349316579291
S19-A15,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.697304386894,0.92,Pass,0.054349316579291
S19-A16,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.2849524213075,0.92,Pass,0.054349316579291
S19-A17,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.1850369790402,0.91,Pass,0.054349316579291
S19-A18,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.7760420641923,0.92,Pass,0.054349316579291
S19-A19,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.1973113085501,0.94,Pass,0.054349316579291
S19-A20,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.978882959896,0.93,Pass,0.054349316579291
S19-A21,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.6090899866165,0.91,Pass,0.054349316579291
S19-A22,preamp 1:1000,Unknown,0.05,GAPDH,Test,17.3323328662555,0.91,Pass,0.054349316579291
S19-A23,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.8413579563874,0.91,Pass,0.054349316579291
S19-A24,preamp 1:1000,Unknown,0.05,GAPDH,Test,16.6554487751321,0.94,Pass,0.054349316579291
S19-A25,preamp 1:1000,Unknown,0.05,HPRT,Test,21.7197098102838,0.93,Pass,0.054349316579291
S19-A26,preamp 1:1000,Unknown,0.05,HPRT,Test,21.9510932458627,0.95,Pass,0.054349316579291
S19-A27,preamp 1:1000,Unknown,0.05,HPRT,Test,22.0420578379535,0.93,Pass,0.054349316579291
S19-A28,preamp 1:1000,Unknown,0.05,HPRT,Test,21.9777295360922,0.91,Pass,0.054349316579291
S19-A29,preamp 1:1000,Unknown,0.05,HPRT,Test,22.2000711197393,0.93,Pass,0.054349316579291
S19-A30,preamp 1:1000,Unknown,0.05,HPRT,Test,22.1940061256395,0.94,Pass,0.054349316579291
S19-A31,preamp 1:1000,Unknown,0.05,HPRT,Test,22.1596048501353,0.9,Pass,0.054349316579291
S19-A32,preamp 1:1000,Unknown,0.05,HPRT,Test,21.9745642009142,0.94,Pass,0.054349316579291
S19-A33,preamp 1:1000,Unknown,0.05,HPRT,Test,22.4816467837396,0.95,Pass,0.054349316579291
S19-A34,preamp 1:1000,Unknown,0.05,HPRT,Test,22.471795295824,0.94,Pass,0.054349316579291
S19-A35,preamp 1:1000,Unknown,0.05,HPRT,Test,22.1915702884469,0.94,Pass,0.054349316579291
S19-A36,preamp 1:1000,Unknown,0.05,HPRT,Test,22.0401159465548,0.95,Pass,0.054349316579291
S19-A37,preamp 1:1000,Unknown,0.05,SDHA,Test,24.0815261435672,0.9,Pass,0.054349316579291
S19-A38,preamp 1:1000,Unknown,0.05,SDHA,Test,23.8938627901323,0.89,Pass,0.054349316579291
S19-A39,preamp 1:1000,Unknown,0.05,SDHA,Test,23.4997664826746,0.89,Pass,0.054349316579291
